PRKAA1	DB00131	1
PRKAA2	DB00131	1
PRKAB1	DB00131	1
PRKAB2	DB00131	1
PRKAG1	DB00131	1
PRKAG2	DB00131	1
PRKAG3	DB00131	1
CACNG1	DB00153	1
CACNG2	DB00153	1
CACNG3	DB00153	1
CACNG4	DB00153	1
CACNG5	DB00153	1
CACNG6	DB00153	1
CACNG7	DB00153	1
CACNG8	DB00153	1
CACNA2D1	DB00153	1
CACNA2D2	DB00153	1
CACNA2D3	DB00153	1
CACNA2D4	DB00153	1
CACNA1C	DB00153	1
CACNA1D	DB00153	1
CACNA1F	DB00153	1
CACNA1S	DB00153	1
CACNB1	DB00153	1
CACNB2	DB00153	1
CACNB3	DB00153	1
CACNB4	DB00153	1
CACNA1B	DB00153	1
CACNA1A	DB00153	1
CACNA1E	DB00153	1
CACNA1G	DB00153	1
CACNA1H	DB00153	1
CACNA1I	DB00153	1
SLC38A1	DB00174	0
SLC38A2	DB00174	0
SLC38A3	DB00174	0
SLC38A4	DB00174	0
ADRA1A	DB00182	1
ADRA1B	DB00182	1
ADRA1D	DB00182	1
ADRA2A	DB00182	1
ADRA2B	DB00182	1
ADRA2C	DB00182	1
ADRB1	DB00182	1
ADRB2	DB00182	1
ADRB3	DB00182	1
MAOA	DB00182	0
MAOB	DB00182	0
GABRA1	DB00186	1
GABRA2	DB00186	1
GABRA3	DB00186	1
GABRA4	DB00186	1
GABRA5	DB00186	1
GABRA6	DB00186	1
GABRB1	DB00186	1
GABRB2	DB00186	1
GABRB3	DB00186	1
GABRD	DB00186	1
GABRE	DB00186	1
GABRG1	DB00186	1
GABRG2	DB00186	1
GABRG3	DB00186	1
GABRP	DB00186	1
GABRQ	DB00186	1
GABRA1	DB00189	1
GABRA2	DB00189	1
GABRA3	DB00189	1
GABRA4	DB00189	1
GABRA5	DB00189	1
GABRA6	DB00189	1
GABRB1	DB00189	1
GABRB2	DB00189	1
GABRB3	DB00189	1
GABRD	DB00189	1
GABRE	DB00189	1
GABRG1	DB00189	1
GABRG2	DB00189	1
GABRG3	DB00189	1
GABRP	DB00189	1
GABRQ	DB00189	1
GRIN1	DB00193	0
GRIN2A	DB00193	0
GRIN2B	DB00193	0
GRIN2C	DB00193	0
GRIN2D	DB00193	0
GRIN3A	DB00193	0
GRIN3B	DB00193	0
ADRA2A	DB00193	1
ADRA2B	DB00193	1
ADRA2C	DB00193	1
PDE1A	DB00201	0
PDE1B	DB00201	0
PDE1C	DB00201	0
PDE10A	DB00201	0
PDE4A	DB00201	0
PDE4B	DB00201	0
PDE4C	DB00201	0
PDE4D	DB00201	0
PDE7B	DB00201	0
PDE2A	DB00201	0
PDE3A	DB00201	0
PDE3B	DB00201	0
PDE5A	DB00201	0
PDE6C	DB00201	0
PDE11A	DB00201	0
PDE7A	DB00201	0
PDE8A	DB00201	0
PDE8B	DB00201	0
PDE9A	DB00201	0
PDE6A	DB00201	0
PDE6B	DB00201	0
ITPR3	DB00201	0
PDE1B	DB00201	0
PDE4D	DB00201	0
PDE3B	DB00201	0
PDE5A	DB00201	0
ADRA2A	DB00217	1
ADRA2B	DB00217	1
ADRA2C	DB00217	1
ADRB1	DB00217	0
ADRB2	DB00217	0
ADRB3	DB00217	0
GABRA1	DB00228	1
GABRA2	DB00228	1
GABRA3	DB00228	1
GABRA4	DB00228	1
GABRA5	DB00228	1
GABRA6	DB00228	1
GABRB1	DB00228	1
GABRB2	DB00228	1
GABRB3	DB00228	1
GABRD	DB00228	1
GABRE	DB00228	1
GABRG1	DB00228	1
GABRG2	DB00228	1
GABRG3	DB00228	1
GABRP	DB00228	1
GABRQ	DB00228	1
GRIN1	DB00228	0
GRIN2A	DB00228	0
GRIN2B	DB00228	0
GRIN2C	DB00228	0
GRIN2D	DB00228	0
GRIN3A	DB00228	0
GRIN3B	DB00228	0
GABRA1	DB00231	1
GABRA2	DB00231	1
GABRA3	DB00231	1
GABRA4	DB00231	1
GABRA5	DB00231	1
GABRA6	DB00231	1
GABRB1	DB00231	1
GABRB2	DB00231	1
GABRB3	DB00231	1
GABRD	DB00231	1
GABRE	DB00231	1
GABRG1	DB00231	1
GABRG2	DB00231	1
GABRG3	DB00231	1
GABRP	DB00231	1
GABRQ	DB00231	1
GABRA1	DB00237	1
GABRA2	DB00237	1
GABRA3	DB00237	1
GABRA4	DB00237	1
GABRA5	DB00237	1
GABRA6	DB00237	1
GABRB1	DB00237	1
GABRB2	DB00237	1
GABRB3	DB00237	1
GABRD	DB00237	1
GABRE	DB00237	1
GABRG1	DB00237	1
GABRG2	DB00237	1
GABRG3	DB00237	1
GABRP	DB00237	1
GABRQ	DB00237	1
CHRNA10	DB00237	0
CHRNA2	DB00237	0
CHRNA3	DB00237	0
CHRNA4	DB00237	0
CHRNA5	DB00237	0
CHRNA6	DB00237	0
CHRNA7	DB00237	0
CHRNA9	DB00237	0
CHRNB2	DB00237	0
CHRNB3	DB00237	0
CHRNB4	DB00237	0
GABRA1	DB00241	1
GABRA2	DB00241	1
GABRA3	DB00241	1
GABRA4	DB00241	1
GABRA5	DB00241	1
GABRA6	DB00241	1
GABRB1	DB00241	1
GABRB2	DB00241	1
GABRB3	DB00241	1
GABRD	DB00241	1
GABRE	DB00241	1
GABRG1	DB00241	1
GABRG2	DB00241	1
GABRG3	DB00241	1
GABRP	DB00241	1
GABRQ	DB00241	1
SCN1A	DB00243	0
SCN10A	DB00243	0
SCN11A	DB00243	0
SCN2A	DB00243	0
SCN3A	DB00243	0
SCN4A	DB00243	0
SCN5A	DB00243	0
SCN7A	DB00243	0
SCN8A	DB00243	0
SCN9A	DB00243	0
SCN1B	DB00243	0
SCN2B	DB00243	0
SCN3B	DB00243	0
SCN4B	DB00243	0
KCNJ12	DB00243	0
KCNJ14	DB00243	0
KCNJ2	DB00243	0
KCNJ4	DB00243	0
CACNA1C	DB00243	0
CACNA1D	DB00243	0
CACNA1F	DB00243	0
CACNA1S	DB00243	0
CACNB1	DB00243	0
CACNB2	DB00243	0
CACNB3	DB00243	0
CACNB4	DB00243	0
ADRA1A	DB00243	0
ADRA1B	DB00243	0
ADRA1D	DB00243	0
HTR3A	DB00246	0
HTR3B	DB00246	0
HTR3C	DB00246	0
HTR3D	DB00246	0
HTR3E	DB00246	0
DRD1	DB00248	1
DRD5	DB00248	1
CACNA1C	DB00252	0
CACNA1D	DB00252	0
CACNA1F	DB00252	0
CACNA1S	DB00252	0
CACNB1	DB00252	0
CACNB2	DB00252	0
CACNB3	DB00252	0
CACNB4	DB00252	0
CACNA1A	DB00252	0
ADRA1A	DB00268	0
ADRA1B	DB00268	0
ADRA1D	DB00268	0
ADRA2A	DB00268	0
ADRA2B	DB00268	0
ADRA2C	DB00268	0
SCN1A	DB00273	0
SCN10A	DB00273	0
SCN11A	DB00273	0
SCN2A	DB00273	0
SCN3A	DB00273	0
SCN4A	DB00273	0
SCN5A	DB00273	0
SCN7A	DB00273	0
SCN8A	DB00273	0
SCN9A	DB00273	0
GRIK1	DB00273	0
GRIK2	DB00273	0
GRIK3	DB00273	0
GRIK4	DB00273	0
GRIK5	DB00273	0
CACNA1C	DB00273	0
CACNA1D	DB00273	0
CACNA1F	DB00273	0
CACNA1S	DB00273	0
CACNB1	DB00273	0
CACNB2	DB00273	0
CACNB3	DB00273	0
CACNB4	DB00273	0
GRIN1	DB00289	0
GRIN2A	DB00289	0
GRIN2B	DB00289	0
GRIN2C	DB00289	0
GRIN2D	DB00289	0
GRIN3A	DB00289	0
GRIN3B	DB00289	0
GABRA1	DB00292	1
GABRA2	DB00292	1
