T58992	D08NJB	0
T58921	D01JGG	1
T55959	D09FTL	0
T27137	D0Y3EG	0
T60693	D08IGF	0
T33489	D0AL2D	0
T82028	D04OTF	0
T77365	D09VOP	0
T78198	D0FI2L	0
T92072	D07RSH	0
T16691	D0TG0I	0
T20401	D04SNH	0
T93509	D09WRS	0
T02551	D0G2LT	0
T32060	D0ZP2D	1
T59929	D0Y7DP	0
T53524	D0W7IN	0
T37693	D05TQX	0
T34296	D0T9HG	0
T28887	D00HXJ	0
T99347	D0LO8S	0
T53524	D0I3XZ	0
T77548	D0Z7CZ	1
T45299	D00PEJ	0
T44861	D0R5ZR	0
T81850	D01UKV	0
T89360	D06FSR	0
T77913	D0Y9IB	1
T77365	D0L6YI	0
T34296	D09GLA	0
T84621	D01SUE	0
T46482	D0G1TY	0
T47768	D0UG8H	0
T13616	D01CTM	0
T42000	D00EHX	0
T52297	D0C6QI	1
T77365	D0W5CZ	0
T01575	D01FLN	0
T05031	D0R0TW	0
T60213	D05NEC	0
T75243	D0AH8Q	0
T20401	D0A3JR	0
T29500	D0XK2K	0
T77913	D01JFM	0
T64765	D02SWF	0
T40276	D0Q3GQ	0
T97917	D0V8YH	1
T61722	D0QE3V	0
T92072	D0A9BZ	0
T11448	D0C1SE	0
T58921	D08EEU	1
T99089	D04MXN	0
T00140	D0X8BS	0
T97035	D00DYI	0
T98933	D03MYO	1
T53524	D00QCB	0
T82383	D7HZ3T	0
T47094	D0PN9R	0
T55781	DCJX65	0
T57700	D0Z6MT	0
T84621	D0Q0BK	0
T96862	D0S4YV	0
T78198	D02COM	0
T47768	D00FZN	0
T51487	D01BVR	0
T92072	D08JYX	0
T97592	D06AGN	0
T89697	D0RH9K	0
T98397	D04FYZ	0
T66665	D0J7YU	0
T39380	D0X0UR	1
T30495	D03YVB	0
T92072	D0J4SW	0
T00075	D03CPB	0
T60693	D05JSY	0
T30687	D08KQM	0
T49072	D04UHT	1
T53585	D03GRA	0
T25265	D0DQ6N	0
T67162	D01RCS	0
T13260	D0O1ZM	0
T94033	D06JGH	0
T08813	D0L8HO	0
T23355	D01BZH	0
T11072	D09JOE	0
T77913	D0B4JQ	0
T09826	D02PAW	0
T02001	D0M7CB	0
T75498	D00IMW	0
T07217	D00ORM	0
T28893	D0E0AS	0
T60693	D0G4FA	0
T06955	D01RGG	0
T92403	D0K2CV	0
T79798	D0N6ES	0
T58970	D0ZG4G	0
T07217	D0R9RK	0
T62820	D01WKR	0
T58992	D04DQZ	1
T89041	D03EXD	0
T04902	D00QHT	0
T60631	D02NNT	0
T12808	D0Q3XB	0
T09572	D0N8CI	0
T89041	D0SU0Y	0
T77365	D0B8RQ	0
T33584	D0AA9A	0
T50594	D00BFF	0
T80975	D09MSA	0
T92072	D0B1RV	0
T86679	D0A6IO	0
T46521	D0L5KF	0
T27137	D03VAO	0
T32060	D01TOU	0
T30823	D08GWQ	0
T51426	D0WA9U	1
T68547	D0GH3Q	0
T70176	D0GP3R	0
T00140	D05PHI	0
T65501	D0LS2U	0
T64765	D0H4TP	0
T67162	D07LRJ	0
T00140	D0P3KA	0
T72168	D09WWY	0
T16987	D0VD7H	0
T66237	D0F4NS	0
T88505	D0P1IX	0
T70977	D0B9BU	0
T16691	D0O3GQ	0
T23347	D0W7VG	0
T72168	D0GR5L	0
T62974	D05CEM	1
T09572	D0G6DS	0
T23471	D05OZR	0
T85799	D0VD8B	0
T10091	D0I2IS	0
T32060	D0I2WQ	0
T78429	D0M4KE	0
T83011	D0F7KG	0
T06046	D0N3HU	0
T62820	D05CBS	0
T62974	D0Z3LZ	0
T58992	D0V9DY	0
T80896	D0K0IC	0
T76685	D0L2MA	0
T03818	D0L4PT	1
T16117	D0X5QJ	0
T00140	D01VLQ	0
T36075	D0BL8S	0
T98933	D06WJC	0
T58992	D04ZQX	0
T20575	D03DTZ	1
T36059	D0P1JJ	0
T89529	D05AMX	0
T80782	D00ERW	0
T04361	D0X7IC	0
T67162	D0X4PH	1
T16691	D08BCF	0
T31309	D0L8WH	0
T99816	D0R8TG	0
T89697	D0K4KM	0
T20401	D09UQM	0
T80975	D0A9ZQ	0
T82739	DQ1S0B	0
T04507	D04HQL	0
T87023	D07SGB	0
T02703	D07INO	0
T79232	D0L0RP	0
T70176	D00SEC	0
T58992	D04PPP	0
T58992	D04JFL	0
T57943	D0P0XF	0
T02703	D01ILO	0
T25307	D0T7YE	1
T83813	D07GQP	0
T94033	D0R4AV	0
T26623	D06YQS	0
T84621	D02ZQM	0
T54156	D00CWH	0
T63986	D0OF6C	0
T51408	D0A5EF	1
T07173	D0A4YR	0
T62974	D09EIG	0
T76414	D01BQD	0
T16633	D06JFI	0
T73724	D06CDG	0
T22118	D0D3VT	0
T20709	D0R7WU	0
T44861	D0V9SW	0
T02001	D0W7WV	0
T51426	D0G8BV	0
T32060	D0R8PL	0
T99347	D0Q6VH	0
T36059	D00CVD	0
T92609	D0E5CI	0
T76685	D0O3OS	0
T70101	D0VW0I	0
T67684	D07VZG	0
T63986	D0M7KF	0
T55959	D0SN6R	0
T68547	D0QO0L	0
T79232	D02RDE	0
T14731	D09SUO	0
T05387	D0RX6D	0
T79961	D0AR0H	0
T20669	D0A5RM	0
T64567	D07LYW	0
T28330	D08EYZ	0
T21507	D0ND3H	0
T53024	D0T5RO	0
T45262	D01KKE	0
T53381	D02TQC	0
T59328	D0J3EA	0
T23499	D0NA5S	0
T76910	D06ZRL	0
T16691	D0W2QN	0
T22977	D06WPM	0
T34296	D0A4RF	0
T06037	D0L0HG	0
T02703	D0R9KX	0
T89041	D0SM4F	0
T45299	D0C3QE	0
T51487	D0R5OU	0
T01777	D03HBZ	0
T37848	D0O1HH	0
T80387	D09AYK	0
T67684	D03LSH	0
T58992	D0I3XV	0
T05090	D06TKI	0
T62460	DU10JI	0
T15497	D0X2MQ	1
T47768	D05KIS	0
T44011	D0M3RQ	0
T77365	D04JDQ	0
T55959	D0Z0LP	0
T53524	D0GW4Q	0
T71390	D08IWD	0
T97613	D09ETU	0
T97155	D0IE9L	0
T47768	D05GFM	0
T77365	D08AXT	0
T97035	D0SE1R	0
T48945	D0WJ5T	0
T78709	D0Y9TL	0
T68547	D00XTC	0
T26623	D03PIB	0
T88185	D0W5TY	0
T67849	D07CWH	0
T86679	D0J1BA	0
T01777	D0W5IN	0
T53585	D0R8YV	0
T66665	D01VRB	0
T67818	D03ERS	0
T58992	D0K2OK	0
T86679	D0XC9U	0
T68251	D03BOZ	0
T81850	D0LT7Y	0
T68251	D0Q1CD	0
T41141	D0JN8Q	0
T47768	D0F4AN	0
T09572	D0CV5F	0
T02551	D0P0IX	0
T67102	D04TSV	0
T14834	D0U2GX	0
T97174	D06WSW	0
T34296	D03BOZ	0
T12808	D0G2VC	0
T44458	D03EYT	0
T92072	D09VOP	0
T67162	D0C7SE	0
T11072	D01BPF	1
T52921	D0W7CF	0
T89529	D03KJL	0
T16739	D0EV7U	0
T72171	D09PZD	0
T77365	D0B3HD	0
T29083	D09AID	0
T48945	D0I6UM	0
T47768	D0ZE2W	0
T62193	D0P7JZ	0
T93566	D09DBH	0
T15497	D0R2TW	0
T75243	D0W1ST	0
T93566	D0F9FG	0
T74456	D0I9IB	0
T23714	D0N2GM	0
T94033	D0E9ON	0
T83202	D06PJW	0
T86591	D0M9LL	0
T22274	D0CH8Q	0
T12475	D04BVX	0
T82146	D0M3LK	1
T00140	D0C9RZ	0
T61622	D06ZKG	0
T13260	D0S0OV	0
T12808	D0B9BU	0
T89041	D0AL3G	0
T75596	D02ADV	0
T29683	D0G4PZ	0
T11241	D0I5TH	0
T34296	D0N0FX	0
T70176	D0D3HB	0
T61622	D0E5QB	0
T77365	D0Y2RM	0
T59679	D0X2XF	0
T85943	D07HBR	0
T56418	D0O0LS	0
T63816	D0PK9V	0
T52921	D04WRO	0
T51115	D00JMZ	0
T75498	D04KTJ	0
T58992	D0X2HA	0
T23355	D07QJD	0
T72295	D0W1FM	0
T35734	D02CKF	0
T14834	D05TGU	0
T77400	D00ONN	0
T66665	D0Z5LZ	0
T47768	D0SC3W	0
T37693	D0X1FX	0
T59929	D03ITH	0
T58921	D0K5ER	1
T91661	D0S9XV	0
T55959	D0M2MC	0
T83875	D0J0QW	0
T51191	D0E0TA	0
T68251	D05VZE	0
T59102	D02OBA	0
T40332	D0S9NB	0
T06273	D0K2PD	0
T97035	D0G6IO	0
T20371	D07RIZ	0
T67103	D0U2NV	0
T58470	D08KSQ	0
T25005	D0TI0R	0
T77365	D0W8RB	0
T77913	D02XJI	0
T58992	D0U7PT	0
T20401	D05QEK	0
T02728	D0G0TS	0
T77365	D0V7MX	0
T44011	D0A2GN	0
T58992	D07DFD	0
T68251	D0XL8K	0
T25265	D0CH4O	0
T13260	D0U9QB	0
T60693	D03RBD	0
T58992	D03BFH	0
T11448	D0I3XA	0
T64567	D00RNZ	0
T33489	D04YVS	0
T66665	D00HGB	0
T52297	D01RNA	1
T30687	D0EG5G	0
T22285	D08UDC	0
T75596	D07CWJ	0
T23714	D04ULY	0
T89534	D0K1TW	0
T47768	D0YK5E	0
T74238	D0EW6H	1
